LibraryPlate,SourceWell,LibraryName,CompoundSMILES,CompoundCode,CompoundConcentration,SoakingTime,HarvestStatus,CrystalName,MountingResult,DataCollectionBeamline,DataCollectionDate,DataCollectionOutcome
DSIpoised_001_Set1,S21,DSIpoised,FC=1C=CC(CCNC(=O)C2=CC=CO2)=CC1,Z26769872,10.4,02:08:32,done,MUREECA-x0250,OK: Mounted Clear,i04-1,13/07/2018 18:52,success
DSIpoised_001_Set1,Z09,DSIpoised,CC=1C=CC=CC1CNC2=NN=NN2C,Z57778470,10.4,02:09:04,done,MUREECA-x0251,OK: Mounted Clear,i04-1,13/07/2018 18:54,success
DSIpoised_001_Set1,J31,DSIpoised,COC(=O)CNC(=O)C1CCCCC1,Z18618496,10.4,02:09:21,done,MUREECA-x0252,OK: Mounted Clear,i04-1,13/07/2018 18:57,success
DSIpoised_001_Set1,U33,DSIpoised,CC1=CC(NC(=O)CSC=2C=CC=CC2)=NO1,Z19750454,10.4,02:09:48,done,MUREECA-x0253,OK: Mounted Clear,i04-1,13/07/2018 18:59,success
DSIpoised_001_Set1,H15,DSIpoised,COC=1C=CC(NC(=O)NC=2C=CN=CC2)=CC1,Z321318226,10.4,02:10:11,done,MUREECA-x0254,OK: Mounted Clear,i04-1,13/07/2018 19:02,success
DSIpoised_001_Set1,K29,DSIpoised,COC=1C=CC(NCC=2C=CC=CC2O)=CC1,Z56943440,10.4,02:11:03,done,MUREECA-x0255,OK: Mounted Clear,i04-1,13/07/2018 19:05,success
DSIpoised_001_Set1,J23,DSIpoised,O=C(CCCC=1C=CC=CC1)N2CCOCC2,Z419995480,10.4,02:14:40,fail,,FAIL: Melted,,,
DSIpoised_001_Set1,S20,DSIpoised,CC=1N=CSC1C(=O)N2CCCNCC2,Z803153598,10.4,02:14:59,done,MUREECA-x0256,OK: Mounted Clear,i04-1,13/07/2018 19:08,success
DSIpoised_001_Set1,H24,DSIpoised,CN1C=C(CNC(=O)C2=CC=CO2)C=N1,Z275179758,10.4,02:15:58,done,MUREECA-x0257,OK: Mounted Clear,i04-1,13/07/2018 19:18,success
DSIpoised_001_Set1,I29,DSIpoised,FC=1C=CC(NC(=O)NCC2=CC=CO2)=CC1,Z44584202,10.4,02:16:21,done,MUREECA-x0258,OK: Mounted Clear,i04-1,13/07/2018 19:13,success
DSIpoised_001_Set1,Z34,DSIpoised,CCOC=1C=CC(NC(=O)NC(C)(C)C)=CC1,Z44586802,10.4,02:16:52,done,MUREECA-x0259,OK: Mounted Clear,i04-1,13/07/2018 19:16,success
DSIpoised_001_Set1,P29,DSIpoised,CCC=1C=CC(OCC(=O)N2CCCCC2)=CC1,Z18839017,10.4,02:17:08,done,MUREECA-x0260,OK: Mounted Clear,i04-1,13/07/2018 19:19,success
DSIpoised_001_Set1,O27,DSIpoised,CC=1C=CC(CNC(=O)C2CCC2)=CN1,Z437516460,10.4,02:17:26,done,MUREECA-x0261,OK: Mounted Clear,i04-1,13/07/2018 19:24,success
DSIpoised_001_Set1,R09,DSIpoised,COC(=O)C1CCN(CC1)C(=O)NC(C)(C)C,Z44567722,10.4,02:18:12,done,MUREECA-x0262,OK: Mounted Clear,i04-1,13/07/2018 19:26,success
